Id,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,SalePrice
1329,Gd,TA,No,LwQ,493,Unf,0,1017,1510,0,0,2,0,5,1,TA,8,Detchd,1920.0,Unf,2,520,Fa,TA,256000
1330,Gd,TA,No,Unf,0,Unf,0,935,935,0,0,2,1,3,1,TA,8,Attchd,1998.0,Fin,2,462,TA,TA,176500
1331,Gd,Gd,Av,Unf,0,Unf,0,1588,1588,0,0,2,0,3,1,Gd,7,Attchd,2006.0,RFn,3,825,TA,TA,227000
1332,TA,TA,Av,ALQ,483,Unf,0,428,911,0,0,1,0,3,1,TA,6,Detchd,1976.0,Unf,2,576,TA,TA,132500
1333,TA,TA,Mn,ALQ,690,Unf,0,126,816,1,0,1,0,2,1,TA,3,Detchd,1958.0,Unf,1,288,Fa,Fa,100000
1334,TA,TA,No,Unf,0,Unf,0,803,803,0,0,1,1,2,1,Gd,6,Detchd,1951.0,Unf,1,297,TA,TA,125500
1335,TA,TA,No,LwQ,765,Unf,0,0,765,0,0,1,1,3,1,TA,7,Attchd,1970.0,Unf,2,440,TA,TA,125000
1336,Gd,TA,No,ALQ,686,Unf,0,664,1350,0,1,2,0,2,1,TA,6,Attchd,1977.0,RFn,2,630,TA,TA,167900
1337,TA,TA,No,Unf,0,Unf,0,1656,1656,0,0,2,0,4,2,TA,8,Detchd,1973.0,Unf,2,506,TA,TA,135000
1338,TA,TA,No,Unf,0,Unf,0,693,693,0,0,1,0,2,1,Fa,4,,,,0,0,,,52500
1339,Gd,TA,No,GLQ,700,Unf,0,216,916,1,0,2,1,3,1,Gd,8,BuiltIn,2002.0,RFn,2,492,TA,TA,200000
1340,TA,TA,Mn,Rec,360,Unf,0,504,864,0,0,1,0,3,1,TA,5,Attchd,1972.0,RFn,1,288,TA,TA,128500
1341,TA,TA,No,Unf,0,Unf,0,858,858,0,0,1,0,3,1,TA,5,Detchd,1974.0,Unf,4,480,TA,TA,123000
1342,Gd,TA,No,GLQ,814,Unf,0,300,1114,1,0,1,0,3,1,Gd,6,Detchd,2004.0,Unf,2,576,TA,TA,155000
1343,Gd,TA,No,Unf,0,Unf,0,1284,1284,0,0,2,1,3,1,Gd,7,Attchd,2002.0,RFn,2,647,TA,TA,228500
1344,TA,TA,No,Unf,0,Unf,0,896,896,0,0,1,1,3,1,TA,9,Detchd,1929.0,Unf,2,342,Fa,Fa,177000
1345,Gd,TA,No,Unf,0,Unf,0,728,728,0,0,2,1,3,1,Gd,8,Attchd,2006.0,Fin,2,440,TA,TA,155835
1346,TA,TA,No,ALQ,250,Unf,0,710,960,0,0,1,0,2,1,Fa,5,Detchd,1997.0,Unf,1,308,TA,TA,108500
1347,TA,TA,No,BLQ,297,Rec,68,1203,1568,0,0,2,0,3,1,TA,9,Attchd,1968.0,RFn,2,508,Gd,TA,262500
1348,Ex,TA,Gd,GLQ,80,Unf,0,1652,1732,1,0,2,0,3,1,Gd,7,Attchd,2006.0,Fin,3,712,TA,TA,283463
1349,Gd,TA,Gd,GLQ,1443,Unf,0,39,1482,1,0,2,0,3,1,Gd,5,Attchd,1998.0,RFn,2,514,TA,TA,215000
1350,TA,Fa,No,LwQ,259,Unf,0,425,684,0,0,2,0,4,1,TA,8,,,,0,0,,,122000
1351,TA,TA,No,LwQ,500,Unf,0,748,1248,1,1,2,2,6,2,TA,12,Detchd,1969.0,Unf,4,968,TA,TA,200000
1352,TA,TA,No,Rec,319,Unf,0,539,858,0,0,1,1,4,1,TA,8,Attchd,1962.0,Fin,2,490,TA,TA,171000
1353,TA,TA,No,Unf,0,Unf,0,698,698,0,0,1,0,2,1,TA,4,Detchd,1999.0,Unf,2,624,TA,TA,134900
1354,Gd,TA,Av,GLQ,816,Unf,0,1217,2033,1,0,2,1,4,1,Gd,9,Attchd,1996.0,Fin,3,666,TA,TA,410000
1355,Gd,TA,No,GLQ,735,Unf,0,257,992,1,0,2,1,3,1,Gd,7,Attchd,2000.0,RFn,3,839,TA,TA,235000
1356,TA,TA,No,Unf,0,Unf,0,570,570,0,0,3,0,4,1,Gd,8,Attchd,1968.0,RFn,2,487,TA,TA,170000
1357,TA,TA,No,Rec,340,Unf,0,524,864,0,0,1,0,3,1,TA,5,Attchd,1966.0,RFn,1,264,TA,TA,110000
1358,TA,TA,No,GLQ,734,Unf,0,344,1078,1,0,1,1,3,1,TA,6,Attchd,1971.0,Fin,2,500,TA,TA,149900
1359,Gd,TA,No,GLQ,378,Unf,0,378,756,0,0,2,1,3,1,Gd,5,Detchd,2000.0,Unf,2,440,TA,TA,177500
1360,Ex,TA,Av,GLQ,1447,Unf,0,533,1980,1,0,2,0,3,1,Ex,8,Attchd,2004.0,Fin,3,770,TA,TA,315000
1361,TA,Fa,No,Unf,0,Unf,0,612,612,0,0,3,1,4,1,TA,8,BuiltIn,1998.0,RFn,2,621,TA,TA,189000
1362,Ex,TA,Av,ALQ,1274,Unf,0,256,1530,1,0,2,0,3,1,Gd,7,Attchd,2005.0,Fin,2,430,TA,TA,260000
1363,TA,Fa,No,Unf,0,Unf,0,715,715,0,0,2,0,4,1,TA,7,Attchd,1920.0,Unf,1,368,TA,TA,104900
1364,Gd,TA,No,Unf,0,Unf,0,616,616,0,0,2,1,3,1,Gd,6,BuiltIn,2007.0,Fin,2,432,TA,TA,156932
1365,Gd,TA,No,Unf,0,Unf,0,600,600,0,0,2,1,2,1,Gd,4,Detchd,2005.0,RFn,2,480,TA,TA,144152
1366,Gd,TA,No,GLQ,533,Unf,0,281,814,1,0,2,1,3,1,Gd,7,Attchd,2000.0,RFn,2,663,TA,TA,216000
1367,Gd,TA,No,GLQ,633,Unf,0,240,873,1,0,2,1,3,1,Gd,7,Attchd,1999.0,RFn,2,588,TA,TA,193000
1368,TA,TA,No,ALQ,548,Rec,173,36,757,0,0,2,0,4,1,TA,6,Attchd,1977.0,RFn,1,336,TA,TA,127000
1369,Gd,TA,Av,GLQ,685,Unf,0,163,848,1,0,1,0,1,1,Gd,4,Attchd,2003.0,Fin,2,420,TA,TA,144000
1370,Gd,TA,Av,BLQ,370,GLQ,972,315,1657,1,0,2,0,3,1,Gd,8,Attchd,2003.0,Fin,2,502,TA,TA,232000
1371,TA,TA,No,ALQ,315,Rec,105,420,840,0,0,1,0,2,1,TA,6,Detchd,1967.0,Fin,1,338,TA,TA,105000
1372,TA,TA,Av,BLQ,831,Unf,0,161,992,1,0,1,0,3,1,Gd,8,BuiltIn,1955.0,RFn,1,377,TA,TA,165500
1373,Gd,TA,Av,GLQ,975,Unf,0,133,1108,1,0,2,1,3,1,Gd,8,Detchd,1998.0,RFn,2,583,TA,TA,274300
1374,Ex,TA,Gd,GLQ,1282,Unf,0,1351,2633,1,0,2,1,2,1,Ex,8,Attchd,2001.0,RFn,3,804,TA,TA,466500
1375,Gd,TA,No,Unf,0,Unf,0,1026,1026,0,0,2,1,3,1,Gd,9,Attchd,2005.0,Fin,3,936,TA,TA,250000
1376,Gd,TA,Gd,Unf,0,Unf,0,1571,1571,0,0,2,0,3,1,Gd,7,Attchd,2007.0,Fin,3,722,TA,TA,239000
1377,Gd,TA,Mn,Rec,384,Unf,0,384,768,0,0,1,0,2,1,TA,4,Detchd,1925.0,Unf,1,160,Fa,TA,91000
1378,TA,TA,No,LwQ,408,BLQ,420,156,984,0,0,2,0,3,1,TA,6,Detchd,1977.0,Unf,2,660,TA,TA,117000
1379,TA,Fa,No,BLQ,309,Unf,0,174,483,0,0,1,1,2,1,TA,5,Detchd,1973.0,Unf,1,264,TA,TA,83000
1380,Gd,TA,No,Unf,0,Unf,0,384,384,0,0,2,1,3,1,Gd,7,BuiltIn,2007.0,Fin,2,400,TA,TA,167500
1381,TA,Fa,No,Rec,203,Unf,0,661,864,1,0,1,0,2,1,TA,5,Detchd,1938.0,Unf,1,200,TA,Fa,58500
1382,TA,TA,Mn,BLQ,865,Unf,0,340,1205,0,0,2,1,4,1,TA,7,Attchd,1970.0,Fin,2,550,TA,TA,237500
1383,Fa,TA,No,Unf,0,Unf,0,596,596,1,0,1,1,4,1,Gd,8,Detchd,1989.0,Unf,2,576,TA,TA,157000
1384,TA,TA,No,Unf,0,Unf,0,816,816,0,0,2,0,3,1,Gd,7,Attchd,2007.0,Unf,2,576,TA,TA,112000
1385,TA,TA,Mn,Rec,204,Unf,0,356,560,0,0,1,0,2,1,TA,6,Detchd,1939.0,Unf,1,280,TA,TA,105000
1386,TA,TA,No,BLQ,735,Unf,0,61,796,1,0,1,0,3,1,Gd,7,Detchd,1922.0,Unf,1,240,TA,TA,125500
1387,Gd,TA,No,BLQ,790,LwQ,469,133,1392,1,0,3,1,5,1,Gd,12,Attchd,1978.0,RFn,2,564,TA,TA,250000
1388,TA,TA,No,Rec,168,LwQ,546,0,714,0,0,2,0,5,1,Gd,10,Detchd,1916.0,Unf,1,216,TA,TA,136000
1389,Ex,TA,Gd,GLQ,1320,Unf,0,426,1746,1,0,2,0,3,1,Ex,7,Attchd,2006.0,Fin,3,758,TA,TA,377500
1390,TA,Gd,No,ALQ,375,Unf,0,360,735,0,1,1,0,3,1,TA,6,Detchd,2003.0,Unf,2,440,TA,TA,131000
1391,Gd,TA,Av,GLQ,1400,Unf,0,125,1525,1,0,2,0,3,1,Gd,6,Attchd,2000.0,RFn,2,541,TA,TA,235000
1392,TA,TA,No,Unf,0,Unf,0,1584,1584,0,0,2,0,4,2,TA,8,Detchd,1967.0,Unf,3,792,TA,TA,124000
1393,TA,TA,Av,ALQ,769,Unf,0,95,864,1,0,1,0,3,1,TA,6,Attchd,1967.0,RFn,1,288,TA,TA,123000
1394,Fa,TA,No,Unf,0,Unf,0,482,482,0,0,2,0,3,2,TA,7,Detchd,2003.0,Unf,2,672,Gd,TA,163000
1395,Gd,TA,Av,GLQ,1070,Unf,0,286,1356,1,0,2,0,2,1,Gd,6,Attchd,2006.0,Fin,3,648,TA,TA,246578
1396,Gd,Gd,Gd,Unf,0,Unf,0,1094,1094,0,0,2,1,4,1,Gd,9,BuiltIn,2005.0,Fin,3,642,TA,TA,281213
1397,TA,TA,Av,BLQ,353,Rec,334,60,747,1,0,1,0,3,1,TA,7,Detchd,1966.0,Unf,2,572,TA,TA,160000
1398,TA,TA,Mn,Unf,0,Unf,0,939,939,0,0,1,1,4,1,TA,8,Detchd,1933.0,Unf,1,180,Fa,Fa,137500
1399,TA,TA,No,Rec,180,BLQ,352,676,1208,1,0,1,1,3,1,TA,7,Attchd,1950.0,Unf,1,240,TA,TA,138000
1400,TA,TA,No,BLQ,264,Unf,0,712,976,0,0,2,1,3,1,Gd,7,Detchd,1925.0,Unf,1,216,Fa,TA,137450
1401,TA,TA,No,Unf,0,Unf,0,862,862,0,0,1,0,3,1,TA,5,BuiltIn,1929.0,RFn,1,208,TA,TA,120000
1402,TA,TA,No,GLQ,759,Unf,0,80,839,1,0,2,1,3,1,TA,8,Attchd,2004.0,Fin,2,398,TA,TA,193000
1403,Gd,Gd,Av,Unf,0,Unf,0,1286,1286,0,0,2,0,2,1,Gd,6,Attchd,2006.0,RFn,2,662,TA,TA,193879
1404,Gd,TA,Gd,GLQ,929,Unf,0,556,1485,1,0,2,0,3,1,Gd,6,Attchd,2007.0,Unf,3,754,TA,TA,282922
1405,TA,TA,No,Unf,0,Unf,0,672,672,0,0,1,0,3,1,TA,6,Detchd,1998.0,Unf,3,936,TA,TA,105000
1406,Ex,TA,Gd,GLQ,1373,Unf,0,221,1594,1,1,2,0,2,1,Gd,5,Attchd,2004.0,Fin,2,482,TA,TA,275000
1407,Gd,TA,Av,GLQ,656,Unf,0,112,768,1,0,1,0,2,1,TA,5,Detchd,1988.0,Unf,2,396,TA,TA,133000
1408,TA,TA,No,ALQ,625,Unf,0,208,833,1,0,1,0,3,1,TA,5,,,,0,0,,,112000
1409,Fa,TA,No,Unf,0,Unf,0,622,622,0,0,1,0,3,1,TA,6,Detchd,1966.0,Unf,2,528,TA,TA,125500
1410,Gd,TA,No,Unf,0,Unf,0,791,791,0,0,2,1,3,1,TA,7,Attchd,1986.0,Fin,2,542,TA,TA,215000
1411,Gd,TA,No,GLQ,666,Unf,0,278,944,1,0,2,1,3,1,Gd,6,Attchd,2001.0,RFn,2,622,TA,TA,230000
1412,TA,TA,No,BLQ,120,Unf,0,736,856,0,0,1,1,3,1,TA,6,Attchd,1950.0,Unf,1,271,TA,TA,140000
1413,,,,,0,,0,0,0,0,0,2,0,2,2,TA,6,Detchd,1956.0,Unf,2,420,TA,TA,90000
1414,Gd,Gd,No,GLQ,976,Unf,0,868,1844,1,0,2,0,2,1,Gd,7,Attchd,2005.0,Fin,2,620,TA,TA,257000
1415,TA,TA,No,Unf,0,Unf,0,833,833,0,0,1,1,4,1,Gd,8,Detchd,1922.0,Unf,2,370,TA,TA,207000
1416,Gd,TA,No,ALQ,988,Unf,0,398,1386,0,1,2,0,1,1,Gd,7,Attchd,2007.0,RFn,3,660,TA,TA,175900
1417,TA,TA,No,Unf,0,Unf,0,777,777,0,0,2,0,4,2,TA,11,Detchd,1971.0,Unf,2,560,TA,TA,122500
1418,Gd,TA,Mn,GLQ,781,Unf,0,503,1284,1,0,2,1,3,1,Gd,7,Attchd,1998.0,Fin,3,1069,TA,TA,340000
1419,TA,TA,No,BLQ,25,Rec,872,247,1144,1,0,1,1,3,1,TA,6,Detchd,1962.0,Unf,1,336,TA,TA,124000
1420,TA,TA,Av,Rec,1110,Unf,0,734,1844,1,0,2,0,3,1,Gd,7,Attchd,1969.0,RFn,2,540,TA,TA,223000
1421,TA,TA,No,ALQ,404,Unf,0,304,708,0,0,2,1,3,1,TA,7,Attchd,1968.0,RFn,2,776,TA,TA,179900
1422,Gd,TA,No,ALQ,360,Unf,0,709,1069,0,0,2,0,2,1,TA,4,Attchd,1977.0,RFn,2,440,TA,TA,127500
1423,Gd,TA,Av,GLQ,686,Unf,0,162,848,1,0,1,0,1,1,Gd,3,Attchd,2003.0,Fin,2,420,TA,TA,136500
1424,Gd,TA,Av,Unf,0,Unf,0,697,697,0,0,2,0,4,1,Gd,8,Attchd,1966.0,Unf,2,432,Gd,Gd,274970
1425,TA,TA,No,ALQ,457,Rec,374,193,1024,1,0,1,0,2,1,TA,6,Detchd,1970.0,Unf,1,484,TA,TA,144000
1426,TA,TA,No,Unf,0,Unf,0,1252,1252,0,0,1,0,3,1,Gd,7,Detchd,1960.0,Unf,2,528,TA,TA,142000
1427,Gd,TA,No,GLQ,1000,Unf,0,223,1223,1,0,2,1,3,1,Gd,5,Attchd,1994.0,RFn,2,525,TA,TA,271000
1428,TA,TA,No,BLQ,580,Unf,0,333,913,1,0,1,1,3,1,TA,6,Attchd,1962.0,Unf,1,288,TA,TA,140000
1429,TA,TA,No,BLQ,510,Unf,0,278,788,1,0,1,0,2,1,Gd,4,Attchd,1940.0,Unf,1,240,TA,TA,119000
1430,Gd,TA,No,BLQ,678,Unf,0,762,1440,0,0,2,0,3,1,Gd,7,Attchd,1981.0,Fin,2,467,TA,TA,182900
1431,Gd,Gd,Av,Unf,0,Unf,0,732,732,0,0,2,1,4,1,TA,7,BuiltIn,2005.0,Fin,2,372,TA,TA,192140
1432,Gd,TA,No,LwQ,958,Unf,0,0,958,0,0,2,0,2,1,TA,5,Attchd,1976.0,RFn,2,440,TA,TA,143750
1433,TA,TA,No,Unf,0,Unf,0,656,656,0,0,2,0,4,1,TA,5,Detchd,1928.0,Unf,1,216,Fa,Fa,64500
1434,Gd,TA,No,Unf,0,Unf,0,936,936,1,0,2,1,3,1,TA,8,Attchd,2000.0,Fin,2,451,TA,TA,186500
1435,TA,TA,No,ALQ,936,Unf,0,190,1126,1,0,2,0,3,1,TA,5,Attchd,1977.0,RFn,2,484,TA,TA,160000
1436,TA,TA,No,Unf,0,Unf,0,1319,1319,1,0,1,1,3,1,Gd,7,Attchd,1962.0,RFn,2,462,TA,TA,174000
1437,TA,TA,No,ALQ,616,Unf,0,248,864,0,0,1,0,3,1,TA,5,Detchd,1974.0,Unf,2,528,TA,TA,120500
1438,Ex,TA,Av,GLQ,1336,Unf,0,596,1932,1,0,2,0,2,1,Ex,7,Attchd,2008.0,Fin,3,774,TA,TA,394617
1439,TA,TA,No,GLQ,600,Unf,0,312,912,1,0,1,0,2,1,TA,6,Attchd,1957.0,Unf,2,923,TA,TA,149700
1440,TA,TA,No,GLQ,315,Rec,110,114,539,0,0,2,1,3,1,TA,6,Attchd,1979.0,RFn,2,550,TA,TA,197000
1441,Ex,TA,No,Unf,0,Unf,0,588,588,0,0,2,0,3,1,TA,11,Detchd,1993.0,Fin,2,672,TA,TA,191000
1442,Gd,TA,Av,GLQ,697,Unf,0,151,848,1,0,1,0,1,1,Gd,3,Attchd,2004.0,RFn,2,420,TA,TA,149300
1443,Ex,TA,Av,GLQ,765,Unf,0,252,1017,1,0,2,1,3,1,Ex,10,Attchd,2008.0,Fin,3,812,TA,TA,310000
1444,TA,TA,No,Unf,0,Unf,0,952,952,0,0,1,0,2,1,Fa,4,Detchd,1916.0,Unf,1,192,Fa,Po,121000
1445,Gd,TA,Av,Unf,0,Unf,0,1422,1422,0,0,2,0,3,1,Gd,7,Attchd,2004.0,RFn,2,626,TA,TA,179600
1446,TA,TA,Gd,LwQ,187,Rec,627,0,814,1,0,1,0,3,1,TA,6,Detchd,1990.0,Unf,1,240,TA,TA,129000
1447,TA,TA,No,Rec,593,Unf,0,595,1188,0,0,1,0,3,1,TA,6,Attchd,1962.0,Unf,1,312,TA,TA,157900
1448,Gd,TA,No,GLQ,1079,Unf,0,141,1220,1,0,2,1,3,1,Gd,8,Attchd,1995.0,RFn,2,556,TA,TA,240000
1449,Fa,TA,No,Unf,0,Unf,0,560,560,0,0,1,1,2,1,TA,6,Detchd,1950.0,Unf,1,384,Fa,TA,112000
1450,Gd,TA,Av,GLQ,553,Unf,0,77,630,1,0,1,0,1,1,Ex,3,,,,0,0,,,92000
1451,Gd,TA,No,Unf,0,Unf,0,896,896,0,0,2,2,4,2,TA,8,,,,0,0,,,136000
1452,Gd,TA,No,Unf,0,Unf,0,1573,1573,0,0,2,0,3,1,Ex,7,Attchd,2008.0,Fin,3,840,TA,TA,287090
1453,Gd,TA,Gd,GLQ,547,Unf,0,0,547,1,0,1,0,2,1,TA,5,Basment,2005.0,Fin,2,525,TA,TA,145000
1454,Gd,TA,No,Unf,0,Unf,0,1140,1140,0,0,1,0,3,1,TA,6,,,,0,0,,,84500
1455,Gd,TA,No,GLQ,410,Unf,0,811,1221,1,0,2,0,2,1,Gd,6,Attchd,2004.0,RFn,2,400,TA,TA,185000
1456,Gd,TA,No,Unf,0,Unf,0,953,953,0,0,2,1,3,1,TA,7,Attchd,1999.0,RFn,2,460,TA,TA,175000
1457,Gd,TA,No,ALQ,790,Rec,163,589,1542,1,0,2,0,3,1,TA,7,Attchd,1978.0,Unf,2,500,TA,TA,210000
1458,TA,Gd,No,GLQ,275,Unf,0,877,1152,0,0,2,0,4,1,Gd,9,Attchd,1941.0,RFn,1,252,TA,TA,266500
1459,TA,TA,Mn,GLQ,49,Rec,1029,0,1078,1,0,1,0,2,1,Gd,5,Attchd,1950.0,Unf,1,240,TA,TA,142125
1460,TA,TA,No,BLQ,830,LwQ,290,136,1256,1,0,1,1,3,1,TA,6,Attchd,1965.0,Fin,1,276,TA,TA,147500
